source,target,val,percentage
Design_and_Technology,Countries,957,0.7984048588400187
Design_and_Technology,Design_and_Technology,454,0.37876259761062536
Design_and_Technology,Everyday_life,91,0.07591937529199759
Design_and_Technology,Geography,906,0.7558566375225255
Design_and_Technology,History,449,0.3745912033638123
Design_and_Technology,IT,44,0.036708269371954885
Design_and_Technology,Language_and_literature,64,0.0533938463592071
Design_and_Technology,Mathematics,15,0.012514182740439164
Design_and_Technology,Music,8,0.006674230794900888
Design_and_Technology,People,205,0.17102716411933525
Design_and_Technology,Religion,47,0.03921110592004272
Design_and_Technology,Science,460,0.38376827070680103
Everyday_life,Art,40,0.033371153974504436
Everyday_life,Business_Studies,97,0.08092504838817326
Everyday_life,Citizenship,199,0.16602149102315958
Everyday_life,Countries,1884,1.571781352199159
Everyday_life,Design_and_Technology,120,0.10011346192351331
Everyday_life,Everyday_life,1082,0.9026897150103451
Everyday_life,Geography,1129,0.9419008209303877
Everyday_life,History,453,0.37792831876126276
Everyday_life,IT,131,0.10929052926650204
Everyday_life,Language_and_literature,339,0.2828205299339251
Everyday_life,Mathematics,25,0.020856971234065276
Everyday_life,Music,48,0.04004538476940532
Everyday_life,People,301,0.2511179336581459
Everyday_life,Religion,138,0.11513048121204032
Everyday_life,Science,948,0.7908963491957552
Geography,Art,113,0.09427350997797504
Geography,Business_Studies,459,0.3829339918574384
Geography,Citizenship,996,0.8309417339651605
Geography,Countries,6046,5.044049923246345
Geography,Design_and_Technology,479,0.39961956884469063
Geography,Everyday_life,1112,0.9277180804912234
Geography,Geography,8171,6.816892478141893
Geography,History,1961,1.63602082360008
Geography,IT,47,0.03921110592004272
Geography,Language_and_literature,768,0.6407261563104851
Geography,Mathematics,28,0.023359807782153106
Geography,Music,125,0.10428485617032636
Geography,People,828,0.6907828872722419
Geography,Religion,534,0.4455049055596343
Geography,Science,2241,1.8696189014216114
History,Art,75,0.06257091370219582
History,Business_Studies,172,0.14349596209036908
History,Citizenship,851,0.709971300807582
History,Countries,3142,2.6213041446973238
History,Design_and_Technology,334,0.2786491356871121
History,Everyday_life,305,0.25445504905559635
History,Geography,2466,2.0573316425281987
History,History,3468,2.893279049589535
History,IT,22,0.018354134685977443
History,Language_and_literature,385,0.3211973570046052
History,Mathematics,29,0.024194086631515718
History,Music,34,0.028365480878328773
History,People,1323,1.1037509177067342
History,Religion,518,0.43215644396983244
History,Science,731,0.6098578388840686
IT,Art,1,0.000834278849362611
IT,Business_Studies,49,0.040879663618767936
IT,Citizenship,26,0.021691250083427885
IT,Countries,122,0.10178201962223854
IT,Design_and_Technology,35,0.029199759727691385
IT,Everyday_life,22,0.018354134685977443
IT,Geography,53,0.044216779016218385
IT,History,16,0.013348461589801776
IT,IT,442,0.3687512514182741
IT,Language_and_literature,56,0.04671961556430621
IT,Mathematics,39,0.03253687512514183
IT,Music,5,0.0041713942468130545
IT,People,64,0.0533938463592071
IT,Religion,1,0.000834278849362611
IT,Science,77,0.06423947140092104
Language_and_literature,Art,21,0.01751985583661483
Language_and_literature,Business_Studies,43,0.03587399052259227
Language_and_literature,Citizenship,150,0.12514182740439164
Language_and_literature,Countries,860,0.7174798104518454
Language_and_literature,Design_and_Technology,48,0.04004538476940532
Language_and_literature,Everyday_life,148,0.12347326970566642
Language_and_literature,Geography,565,0.47136754988987517
Language_and_literature,History,417,0.34789428018420876
Language_and_literature,IT,49,0.040879663618767936
Language_and_literature,Language_and_literature,903,0.7533538009744377
Language_and_literature,Mathematics,14,0.011679903891076553
Language_and_literature,Music,44,0.036708269371954885
Language_and_literature,People,395,0.32954014549823135
Language_and_literature,Religion,202,0.1685243275712474
Language_and_literature,Science,157,0.13098177934992994
Mathematics,Art,5,0.0041713942468130545
Mathematics,Business_Studies,13,0.010845625041713942
Mathematics,Citizenship,14,0.011679903891076553
Mathematics,Countries,31,0.02586264433024094
Mathematics,Design_and_Technology,20,0.016685576987252218
Mathematics,Everyday_life,19,0.01585129813788961
Mathematics,Geography,17,0.014182740439164386
Mathematics,History,56,0.04671961556430621
Mathematics,IT,25,0.020856971234065276
Mathematics,Language_and_literature,29,0.024194086631515718
Mathematics,Mathematics,222,0.18520990455849964
Mathematics,Music,3,0.0025028365480878325
Mathematics,People,102,0.08509644263498631
Mathematics,Religion,27,0.022525528932790494
Mathematics,Science,74,0.06173663485283321
Music,Art,9,0.0075085096442634985
Music,Business_Studies,11,0.009177067342988721
Music,Citizenship,31,0.02586264433024094
Music,Countries,439,0.3662484148701862
Music,Design_and_Technology,26,0.021691250083427885
Music,Everyday_life,59,0.049222452112394045
Music,Geography,280,0.23359807782153108
Music,History,97,0.08092504838817326
Music,IT,15,0.012514182740439164
Music,Language_and_literature,73,0.0609023560034706
Music,Mathematics,1,0.000834278849362611
Music,Music,503,0.41964226122939335
Music,People,169,0.14099312554228124
Music,Religion,25,0.020856971234065276
Music,Science,59,0.049222452112394045
People,Art,128,0.1067876927184142
People,Business_Studies,175,0.1459987986384569
People,Citizenship,994,0.8292731762664353
People,Countries,2575,2.148268037108723
People,Design_and_Technology,234,0.19522125075085098
People,Everyday_life,539,0.4496762998064473
People,Geography,2794,2.330975105119135
People,History,1477,1.2322298605085764
People,IT,66,0.05506240405793232
People,Language_and_literature,690,0.5756524060602015
People,Mathematics,116,0.09677634652606287
People,Music,184,0.1535073082827204
People,People,2073,1.7294600547286925
People,Religion,751,0.6265434158713209
People,Science,1113,0.928552359340586
Religion,Art,20,0.016685576987252218
Religion,Business_Studies,20,0.016685576987252218
Religion,Citizenship,157,0.13098177934992994
Religion,Countries,504,0.42047654007875596
Religion,Design_and_Technology,14,0.011679903891076553
Religion,Everyday_life,60,0.050056730961756654
Religion,Geography,392,0.3270373089501435
Religion,History,457,0.3812654341587132
Religion,IT,5,0.0041713942468130545
Religion,Language_and_literature,186,0.15517586598144564
Religion,Mathematics,20,0.016685576987252218
Religion,Music,10,0.008342788493626109
Religion,People,488,0.40712807848895416
Religion,Religion,746,0.6223720216245078
Religion,Science,175,0.1459987986384569
Science,Art,61,0.05089100981111927
Science,Business_Studies,130,0.10845625041713941
Science,Citizenship,256,0.2135753854368284
Science,Countries,2670,2.2275245277981712
Science,Design_and_Technology,310,0.2586264433024094
Science,Everyday_life,839,0.6999599546152306
Science,Geography,2987,2.491990923046119
Science,History,679,0.5664753387172128
Science,IT,85,0.07091370219582192
Science,Language_and_literature,409,0.3412200493893079
Science,Mathematics,118,0.09844490422478809
Science,Music,23,0.01918841353534005
Science,People,835,0.6966228392177801
Science,Religion,259,0.21607822198491622
Science,Science,13934,11.624841487018621
