source,target,val,percentage
Design_and_Technology,History,73,0.3723160095884123
Design_and_Technology,IT,53,0.2703116233998062
Design_and_Technology,Language_and_literature,32,0.16320701790176978
Design_and_Technology,Mathematics,11,0.05610241240373336
Design_and_Technology,Music,17,0.0867037282603152
Design_and_Technology,People,70,0.3570153516601214
Design_and_Technology,Religion,16,0.08160350895088489
Design_and_Technology,Science,1027,5.237925230784924
Everyday_life,Art,16,0.08160350895088489
Everyday_life,Business_Studies,34,0.1734074565206304
Everyday_life,Citizenship,81,0.4131177640638547
Everyday_life,Countries,32,0.16320701790176978
Everyday_life,Design_and_Technology,70,0.3570153516601214
Everyday_life,Everyday_life,231,1.1781506604784007
Everyday_life,Geography,186,0.9486407915540368
Everyday_life,History,113,0.5763247819656245
Everyday_life,IT,44,0.22440964961493343
Everyday_life,Language_and_literature,77,0.39271688682613354
Everyday_life,Mathematics,20,0.1020043861886061
Everyday_life,Music,38,0.1938083337583516
Everyday_life,People,140,0.7140307033202428
Everyday_life,Religion,49,0.24991074616208497
Everyday_life,Science,579,2.953026980160147
Geography,Art,21,0.10710460549803642
Geography,Business_Studies,61,0.3111133778752486
Geography,Citizenship,126,0.6426276329882185
Geography,Countries,62,0.31621359718467895
Geography,Design_and_Technology,135,0.6885296067730913
Geography,Everyday_life,335,1.7085734686591525
Geography,Geography,341,1.7391747845157342
Geography,History,222,1.1322486866935277
Geography,IT,54,0.27541184270923647
Geography,Language_and_literature,109,0.5559239047279033
Geography,Mathematics,34,0.1734074565206304
Geography,Music,83,0.42331820268271536
Geography,People,292,1.4892640383536493
Geography,Religion,79,0.40291732544499415
Geography,Science,648,3.3049421125108376
History,Art,11,0.05610241240373336
History,Business_Studies,26,0.13260570204518793
History,Citizenship,63,0.32131381649410923
History,Countries,33,0.16830723721120008
History,Design_and_Technology,54,0.27541184270923647
History,Everyday_life,162,0.8262355281277094
History,Geography,189,0.9639414494823276
History,History,128,0.6528280716070791
History,IT,50,0.2550109654715153
History,Language_and_literature,57,0.2907125006375274
History,Mathematics,10,0.05100219309430305
History,Music,42,0.21420921099607285
History,People,151,0.7701331157239761
History,Religion,43,0.21930943030550312
History,Science,394,2.0094864079155403
IT,Art,1,0.005100219309430306
IT,Business_Studies,6,0.030601315856581834
IT,Citizenship,16,0.08160350895088489
IT,Countries,15,0.07650328964145459
IT,Design_and_Technology,13,0.06630285102259396
IT,Everyday_life,97,0.4947212730147396
IT,Geography,45,0.22950986892436376
IT,History,28,0.14280614066404856
IT,IT,9,0.04590197378487275
IT,Language_and_literature,22,0.11220482480746671
IT,Mathematics,4,0.020400877237721222
IT,Music,17,0.0867037282603152
IT,People,43,0.21930943030550312
IT,Religion,7,0.03570153516601214
IT,Science,103,0.5253225888713214
Language_and_literature,Art,2,0.010200438618860611
Language_and_literature,Business_Studies,12,0.06120263171316367
Language_and_literature,Citizenship,28,0.14280614066404856
Language_and_literature,Countries,18,0.0918039475697455
Language_and_literature,Design_and_Technology,35,0.1785076758300607
Language_and_literature,Everyday_life,65,0.33151425511296984
Language_and_literature,Geography,81,0.4131177640638547
Language_and_literature,History,50,0.2550109654715153
Language_and_literature,IT,13,0.06630285102259396
Language_and_literature,Language_and_literature,29,0.14790635997347887
Language_and_literature,Mathematics,3,0.015300657928290917
Language_and_literature,Music,18,0.0918039475697455
Language_and_literature,People,68,0.3468149130412608
Language_and_literature,Religion,15,0.07650328964145459
Language_and_literature,Science,897,4.574896720558984
Mathematics,Art,0,0.0
Mathematics,Business_Studies,3,0.015300657928290917
Mathematics,Citizenship,13,0.06630285102259396
Mathematics,Countries,6,0.030601315856581834
Mathematics,Design_and_Technology,8,0.040801754475442445
Mathematics,Everyday_life,36,0.183607895139491
Mathematics,Geography,25,0.12750548273575765
Mathematics,History,18,0.0918039475697455
Mathematics,IT,3,0.015300657928290917
Mathematics,Language_and_literature,5,0.025501096547151526
Mathematics,Mathematics,1,0.005100219309430306
Mathematics,Music,6,0.030601315856581834
Mathematics,People,34,0.1734074565206304
Mathematics,Religion,9,0.04590197378487275
Mathematics,Science,77,0.39271688682613354
Music,Art,4,0.020400877237721222
Music,Business_Studies,8,0.040801754475442445
Music,Citizenship,22,0.11220482480746671
Music,Countries,9,0.04590197378487275
Music,Design_and_Technology,16,0.08160350895088489
Music,Everyday_life,36,0.183607895139491
Music,Geography,34,0.1734074565206304
Music,History,32,0.16320701790176978
Music,IT,6,0.030601315856581834
Music,Language_and_literature,23,0.11730504411689702
Music,Mathematics,2,0.010200438618860611
Music,Music,11,0.05610241240373336
Music,People,28,0.14280614066404856
Music,Religion,8,0.040801754475442445
Music,Science,86,0.43861886061100624
People,Art,15,0.07650328964145459
People,Business_Studies,36,0.183607895139491
People,Citizenship,67,0.3417146937318305
People,Countries,49,0.24991074616208497
People,Design_and_Technology,55,0.2805120620186668
People,Everyday_life,208,1.0608456163615034
People,Geography,215,1.0965471515275156
People,History,124,0.6324271943693579
People,IT,44,0.22440964961493343
People,Language_and_literature,78,0.39781710613556387
People,Mathematics,9,0.04590197378487275
People,Music,47,0.23971030754322437
People,People,171,0.8721375019125822
People,Religion,42,0.21420921099607285
People,Science,472,2.4073035140511045
Religion,Art,5,0.025501096547151526
Religion,Business_Studies,10,0.05100219309430305
Religion,Citizenship,29,0.14790635997347887
Religion,Countries,12,0.06120263171316367
Religion,Design_and_Technology,20,0.1020043861886061
Religion,Everyday_life,88,0.44881929922986685
Religion,Geography,57,0.2907125006375274
Religion,History,51,0.2601111847809456
Religion,IT,19,0.0969041668791758
Religion,Language_and_literature,26,0.13260570204518793
Religion,Mathematics,1,0.005100219309430306
Religion,Music,11,0.05610241240373336
Religion,People,71,0.36211557096955166
Religion,Religion,8,0.040801754475442445
Religion,Science,142,0.7242311419391033
Science,Art,29,0.14790635997347887
Science,Business_Studies,96,0.48962105370530934
Science,Citizenship,224,1.1424491253123885
Science,Countries,102,0.5202223695618912
Science,Design_and_Technology,1054,5.375631152139542
Science,Everyday_life,489,2.4940072423114192
Science,Geography,545,2.7796195236395165
Science,History,901,4.595297597796706
Science,IT,168,0.8568368439842914
Science,Language_and_literature,206,1.0506451777426429
Science,Mathematics,46,0.23461008823379403
Science,Music,113,0.5763247819656245
Science,People,459,2.34100066302851
Science,Religion,122,0.6222267557504972
Science,Science,1133,5.778548477584536
